Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B002100,Antidepressant,Line 3,28-Apr-2025,2025,Team B,23.04,46.66,295.00,38.70,7.09,98.99,6.87,133.20,88.31,93.77,Pass,0,No,0,None,None
B002300,COX-2 Inhibitor,Line 1,16-Apr-2025,2025,Team C,22.16,52.38,326.00,34.40,7.06,99.53,7.01,127.90,89.60,95.10,Pass,0,No,0,None,None
B000616,COX-2 Inhibitor,Line 3,05-Sep-2024,2024,Team D,21.14,42.51,326.00,44.20,6.73,99.15,6.71,137.30,87.21,95.11,Pass,0,No,0,None,None
B000028,Antidepressant,Line 3,25-May-2025,2025,Team C,21.06,49.64,343.00,42.70,7.77,98.85,6.88,118.30,89.32,93.76,Pass,0,No,0,None,None
B001172,COX-2 Inhibitor,Line 3,21-Aug-2025,2025,Team B,22.29,40.66,301.00,38.00,7.10,99.13,6.77,125.90,90.40,95.11,Pass,0,No,0,None,None
B000224,AED,Line 3,26-Jun-2025,2025,Team B,22.29,30.72,276.00,37.80,6.81,98.92,6.80,145.00,89.13,93.76,Pass,0,No,0,None,None
B000663,Antidepressant,Line 3,22-Nov-2024,2024,Team A,23.56,41.10,318.00,38.50,7.44,99.12,6.67,118.60,85.63,93.76,Pass,0,No,0,None,None
B000962,GLP-1 Agonist,Line 1,18-Oct-2024,2024,Team D,22.64,43.52,288.00,49.50,8.02,99.00,7.20,144.70,81.48,93.76,Pass,0,No,0,None,None
B002333,AED,Line 1,04-Nov-2024,2024,Team B,21.57,,319.00,37.60,6.69,99.23,6.90,115.90,91.13,93.76,Pass,0,No,0,None,None
B000474,Antidepressant,Line 2,23-Jun-2025,2025,Team B,20.94,8.00,320.00,45.80,7.18,,6.66,123.70,86.73,93.75,Pass,0,No,0,None,None
B000919,GLP-1 Agonist,Line 2,21-Aug-2024,2024,Team A,20.97,52.95,321.00,48.40,8.30,99.04,7.22,133.30,86.91,93.75,Pass,0,No,0,None,None
B002701,COX-2 Inhibitor,Line 3,19-Jul-2024,2024,Team A,23.14,35.69,368.00,39.10,6.27,98.74,6.64,130.30,91.44,95.12,Pass,0,No,0,None,None
B001398,AED,Line 3,23-Nov-2024,2024,Team C,20.90,47.34,309.00,42.00,8.15,98.65,6.93,109.80,88.75,93.75,Pass,0,Yes,1,Process,Major
B001600,Antidepressant,Line 2,08-Sep-2024,2024,Team A,22.59,37.86,324.00,55.00,7.41,98.85,6.50,145.40,86.83,93.75,Pass,0,No,0,None,None
B001784,Antidepressant,Line 2,13-Nov-2024,2024,Team B,22.11,34.83,308.00,38.90,6.89,99.07,6.83,127.50,88.74,93.75,Pass,0,No,0,None,None
B001786,AED,Line 3,23-Nov-2024,2024,Team A,21.46,43.46,328.00,43.00,7.79,98.98,6.95,128.10,83.14,93.75,Pass,0,No,0,None,None
B001923,GLP-1 Agonist,Line 1,13-Dec-2024,2024,Team B,22.26,41.51,284.00,37.40,7.64,98.96,6.91,121.20,93.79,93.75,Pass,0,No,0,None,None
B000286,GLP-1 Agonist,Line 2,27-Aug-2024,2024,Team A,21.18,51.38,304.00,53.30,7.61,98.76,7.21,,84.27,93.74,Pass,0,No,0,None,None
B000878,GLP-1 Agonist,Line 3,06-Jun-2024,2024,Team D,22.21,34.94,334.00,51.70,8.43,98.97,6.81,134.90,84.51,93.74,Pass,0,No,0,None,None
B000013,COX-2 Inhibitor,Line 3,21-Sep-2024,2024,Team C,22.36,39.74,355.00,44.00,7.11,99.09,6.53,115.10,85.62,95.13,Pass,0,No,0,None,None
B001706,AED,Line 1,13-Aug-2025,2025,Team C,21.43,33.87,334.00,36.10,6.57,99.04,6.73,,88.70,93.74,Pass,0,No,0,None,None
B001906,GLP-1 Agonist,Line 2,21-Apr-2024,2024,Team A,22.25,31.44,340.00,54.30,8.62,98.67,6.91,139.20,88.87,93.74,Pass,0,No,0,None,None
B002080,Antidepressant,Line 3,06-Jul-2024,2024,Team D,20.60,40.08,337.00,41.90,7.23,98.99,6.80,131.50,86.23,93.74,Pass,0,No,0,None,None
B002943,AED,Line 1,17-Sep-2025,2025,Team D,,56.03,300.00,47.00,7.57,98.55,7.32,124.80,88.35,93.74,Pass,0,No,0,None,None
B000381,COX-2 Inhibitor,Line 1,02-Feb-2024,2024,Team A,21.71,47.44,311.00,46.10,7.18,99.11,6.75,124.40,88.47,95.13,Pass,0,Yes,1,Process,Minor
B001564,AED,Line 3,09-Mar-2025,2025,Team B,21.40,35.42,300.00,51.30,7.89,99.14,6.69,139.10,,93.73,Pass,0,No,0,None,None
B001898,Antidepressant,Line 2,21-Mar-2024,2024,Team C,21.65,47.99,358.00,44.60,6.91,99.23,6.98,123.20,89.48,93.73,Pass,0,Yes,1,Documentation,Minor
B001948,AED,Line 3,19-Jan-2024,2024,Team D,20.70,39.48,335.00,48.40,7.22,99.17,6.86,133.90,85.38,93.73,Pass,0,No,0,None,None
B002372,GLP-1 Agonist,Line 3,03-Apr-2024,2024,Team B,23.90,44.63,322.00,48.80,8.02,98.64,7.09,144.20,86.47,93.73,Pass,0,No,0,None,None
B002412,AED,Line 3,03-Nov-2024,2024,Team B,21.48,40.61,308.00,47.90,7.57,99.02,7.03,128.00,92.27,93.73,Pass,0,No,0,None,None
B002635,GLP-1 Agonist,Line 1,05-Feb-2025,2025,Team A,21.70,36.60,333.00,46.20,7.17,99.12,6.83,136.10,83.08,93.73,Pass,0,No,0,None,None
B000617,COX-2 Inhibitor,Line 2,02-Aug-2024,2024,Team A,22.33,42.89,320.00,46.20,7.11,99.26,6.86,122.80,85.56,95.14,Pass,0,No,0,None,None
B002992,AED,Line 3,13-Nov-2025,2025,Team C,20.57,39.37,307.00,45.80,7.82,98.59,6.90,128.60,86.30,93.73,Pass,0,No,0,None,None
B001573,COX-2 Inhibitor,Line 1,15-Apr-2024,2024,Team A,21.86,43.81,353.00,38.10,7.50,99.21,6.91,106.00,88.94,95.14,Pass,0,No,0,None,None
B001804,COX-2 Inhibitor,Line 2,03-May-2024,2024,Team C,22.93,52.93,352.00,32.90,7.74,99.54,6.76,121.00,91.49,95.14,Pass,0,No,0,None,None
B000702,GLP-1 Agonist,Line 1,03-Feb-2025,2025,Team D,21.49,36.64,294.00,48.80,7.79,98.73,6.89,157.80,85.44,93.72,Pass,0,No,0,None,None
B000971,Antidepressant,Line 3,06-Jul-2025,2025,Team C,22.77,43.22,342.00,47.60,7.39,98.51,6.79,145.70,85.25,93.72,Pass,0,No,0,None,None
B001589,GLP-1 Agonist,Line 2,26-Nov-2024,2024,Team A,22.18,36.71,285.00,52.30,7.62,99.15,6.86,129.40,85.66,93.72,Pass,0,No,0,None,None
B001760,AED,Line 3,05-Nov-2024,2024,Team A,20.83,42.79,322.00,38.40,6.83,98.75,6.84,134.80,89.12,93.72,Pass,0,No,0,None,None
B002364,AED,Line 3,20-Mar-2025,2025,Team B,22.10,34.39,322.00,54.00,8.13,98.82,6.93,138.20,82.30,93.72,Pass,0,No,0,None,None
B001057,AED,Line 1,31-Aug-2024,2024,Team A,22.79,44.81,292.00,49.40,7.26,99.15,6.83,123.00,82.54,93.71,Pass,0,No,0,None,None
B002207,COX-2 Inhibitor,Line 1,19-Sep-2024,2024,Team D,23.73,44.20,348.00,33.50,5.70,99.39,6.70,104.00,,95.14,Pass,0,No,0,None,None
B001709,AED,Line 1,17-Jan-2025,2025,Team B,23.38,47.89,319.00,41.40,8.01,98.95,6.83,119.80,87.25,93.71,Pass,0,No,0,None,None
B002379,Antidepressant,Line 1,06-Mar-2024,2024,Team C,22.04,48.16,331.00,34.90,7.01,99.06,7.01,122.70,89.92,93.71,Pass,0,Yes,1,Environmental,Major
B001848,COX-2 Inhibitor,Line 2,07-Dec-2025,2025,Team C,23.83,48.24,327.00,31.90,5.81,99.29,6.96,120.70,92.15,95.18,Pass,0,No,0,None,None
B001591,Antidepressant,Line 1,02-Aug-2025,2025,Team A,20.82,42.98,333.00,48.30,7.36,99.07,6.87,126.80,84.28,93.70,Pass,0,No,0,None,None
B001919,COX-2 Inhibitor,Line 3,28-May-2025,2025,Team A,22.91,48.32,347.00,40.20,6.31,99.07,6.74,116.20,88.53,95.18,Pass,0,No,0,None,None
B001879,GLP-1 Agonist,Line 2,16-May-2024,2024,Team D,22.88,48.13,282.00,53.90,8.30,98.61,7.21,151.60,83.33,93.70,Pass,0,No,0,None,None
B002313,GLP-1 Agonist,Line 2,20-Apr-2024,2024,Team B,21.03,35.89,300.00,50.70,6.88,98.95,6.90,136.40,80.43,93.70,Pass,0,No,0,None,None
B000231,Antidepressant,Line 2,01-Oct-2025,2025,Team A,22.31,43.17,295.00,48.30,6.18,98.07,6.67,138.30,87.50,93.69,Pass,0,No,0,None,None
B000456,Antidepressant,Line 3,13-Jul-2024,2024,Team B,21.63,48.16,283.00,39.30,7.26,99.06,6.80,131.10,88.20,93.69,Pass,0,No,0,None,None
B000670,GLP-1 Agonist,Line 2,17-Mar-2025,2025,Team C,22.72,35.52,276.00,48.90,8.19,99.02,6.75,143.90,88.53,93.69,Pass,0,No,0,None,None
B000854,AED,Line 2,15-May-2024,2024,Team A,22.18,42.91,331.00,51.10,7.52,98.38,7.04,140.10,81.65,93.69,Pass,0,Yes,1,Documentation,Minor
B001666,AED,Line 2,28-Feb-2024,2024,Team B,21.42,43.06,296.00,43.60,7.21,99.24,6.99,127.60,84.36,93.69,Pass,0,No,0,None,None
B001836,Antidepressant,Line 3,18-Sep-2025,2025,Team C,23.23,41.83,310.00,45.90,6.92,98.79,6.79,130.60,87.59,93.69,Pass,0,No,0,None,None
B000104,AED,Line 3,05-May-2025,2025,Team C,22.33,49.87,311.00,39.20,7.33,98.47,7.07,137.20,87.44,93.68,Pass,0,No,0,None,None
B000851,Antidepressant,Line 2,28-Feb-2024,2024,Team D,22.01,40.69,309.00,30.70,6.87,99.62,6.94,121.70,87.55,93.68,Pass,0,No,0,None,None
B002808,COX-2 Inhibitor,Line 3,08-Sep-2024,2024,Team C,21.54,34.97,357.00,47.20,6.24,99.19,6.42,135.00,85.33,95.19,Pass,0,No,0,None,None
B001624,Antidepressant,Line 3,19-Aug-2024,2024,Team B,22.90,38.22,316.00,44.50,8.26,98.98,6.73,122.70,90.43,93.67,Pass,0,No,0,None,None
B002954,AED,Line 1,24-Jan-2024,2024,Team B,22.06,38.19,302.00,44.30,7.46,98.84,6.84,129.80,87.35,93.67,Pass,0,No,0,None,None
B000313,Antidepressant,Line 2,27-May-2024,2024,Team C,21.43,35.44,334.00,50.20,7.73,99.12,6.81,128.50,90.61,93.66,Pass,0,No,0,None,None
B000058,COX-2 Inhibitor,Line 1,06-Oct-2024,2024,Team D,20.68,35.78,335.00,37.10,7.10,99.35,6.55,111.50,88.42,95.21,Pass,0,No,0,None,None
B001020,GLP-1 Agonist,Line 3,05-Mar-2025,2025,Team C,20.27,35.15,283.00,54.30,9.18,99.47,6.79,128.20,85.34,93.66,Pass,0,No,0,None,None
B001180,Antidepressant,Line 3,15-Mar-2024,2024,Team C,22.78,33.97,326.00,41.70,7.66,99.44,6.62,136.20,88.25,93.66,Pass,0,No,0,None,None
B001283,GLP-1 Agonist,Line 2,06-Aug-2024,2024,Team C,21.77,36.97,322.00,43.60,7.62,98.66,6.77,147.10,89.84,93.66,Pass,0,No,0,None,None
B001590,Antidepressant,Line 3,18-May-2025,2025,Team C,20.98,55.15,344.00,49.70,8.27,98.70,6.94,136.70,84.80,93.66,Pass,0,No,0,None,None
B000542,COX-2 Inhibitor,Line 2,08-Feb-2024,2024,Team B,21.89,44.54,345.00,32.50,6.25,98.71,6.74,113.70,91.03,95.21,Pass,0,No,0,None,None
B002997,COX-2 Inhibitor,Line 2,20-Mar-2024,2024,Team C,21.21,54.06,301.00,43.20,6.97,99.20,6.71,148.50,87.02,95.21,Pass,0,No,0,None,None
B000414,AED,Line 1,12-May-2024,2024,Team B,23.15,35.02,344.00,36.70,6.82,99.04,6.79,117.40,88.28,93.65,Pass,0,No,0,None,None
B001501,COX-2 Inhibitor,Line 1,14-Jan-2025,2025,Team A,22.92,32.55,333.00,40.50,6.06,99.27,6.37,125.50,90.65,95.22,Pass,0,No,0,None,None
B002494,AED,Line 1,22-May-2025,2025,Team D,21.07,37.87,345.00,48.80,7.49,99.37,6.81,145.80,85.15,93.65,Pass,0,No,0,None,None
B000174,AED,Line 3,16-Apr-2024,2024,Team B,,42.25,300.00,43.90,7.99,98.90,7.00,150.10,87.85,93.64,Pass,0,No,0,None,None
B000768,Antidepressant,Line 1,01-Jun-2025,2025,Team D,21.89,42.52,325.00,44.60,6.65,99.49,6.61,133.00,88.13,93.64,Pass,0,No,0,None,None
B000712,COX-2 Inhibitor,Line 3,02-Aug-2025,2025,Team B,21.93,43.29,358.00,41.80,8.61,99.41,7.12,140.60,82.90,95.23,Pass,0,No,0,None,None
B001337,Antidepressant,Line 1,19-Oct-2025,2025,Team A,21.56,42.73,315.00,31.20,6.51,99.11,6.71,112.10,87.68,93.64,Pass,0,No,0,None,None
B001547,Antidepressant,Line 3,07-Jun-2025,2025,Team D,21.47,36.03,315.00,43.80,7.96,99.39,6.73,147.20,86.47,93.64,Pass,0,No,0,None,None
B001728,AED,Line 1,29-Sep-2024,2024,Team B,22.02,33.43,305.00,50.00,7.47,99.08,6.82,132.80,86.28,93.64,Pass,0,No,0,None,None
B002234,AED,Line 2,21-Feb-2025,2025,Team B,23.24,43.55,332.00,42.40,6.08,98.76,6.95,136.80,88.59,93.64,Pass,0,No,0,None,None
B002296,Antidepressant,Line 2,30-Jun-2024,2024,Team D,23.07,40.51,294.00,47.50,7.69,99.06,6.92,138.60,,93.64,Pass,0,No,0,None,None
B000225,GLP-1 Agonist,Line 1,13-Mar-2024,2024,Team B,22.61,34.32,328.00,46.50,8.23,98.84,6.79,144.40,86.39,93.63,Pass,0,No,0,None,None
B000232,GLP-1 Agonist,Line 1,14-Aug-2025,2025,Team D,21.64,39.90,298.00,48.80,7.98,98.91,7.21,120.80,80.71,93.63,Pass,0,No,0,None,None
B000457,AED,Line 3,05-Nov-2025,2025,Team A,21.63,41.87,325.00,46.90,7.87,99.08,7.07,144.00,84.42,93.63,Pass,0,No,0,None,None
B000486,GLP-1 Agonist,Line 3,19-Aug-2025,2025,Team A,22.33,41.06,321.00,49.20,8.06,99.25,7.07,138.30,85.48,93.63,Pass,0,No,0,None,None
B000544,AED,Line 1,08-Mar-2024,2024,Team A,21.45,46.74,290.00,54.50,7.07,98.50,7.08,158.90,84.60,93.63,Pass,0,No,0,None,None
B000425,COX-2 Inhibitor,Line 1,16-Jun-2025,2025,Team B,21.44,39.06,330.00,38.50,6.95,99.67,6.74,135.30,89.21,95.24,Pass,0,No,0,None,None
B000607,AED,Line 1,24-May-2025,2025,Team C,23.73,36.49,312.00,49.60,7.40,99.30,6.90,128.60,85.85,93.63,Pass,0,No,0,None,None
B001376,Antidepressant,Line 1,29-Oct-2024,2024,Team D,21.28,38.06,317.00,43.30,6.91,99.08,6.84,111.80,86.60,93.63,Pass,0,No,0,None,None
B001542,Antidepressant,Line 1,22-Dec-2024,2024,Team B,22.41,47.33,329.00,48.30,7.70,99.09,6.87,135.40,83.81,93.63,Pass,0,No,0,None,None
B001599,AED,Line 1,19-Mar-2024,2024,Team D,21.92,48.70,273.00,48.30,7.82,98.91,7.02,134.20,89.36,93.63,Pass,0,No,0,None,None
B001913,AED,Line 2,18-Aug-2024,2024,Team B,21.04,50.65,307.00,48.60,7.71,99.25,7.25,119.40,85.11,93.63,Pass,0,No,0,None,None
B002098,GLP-1 Agonist,Line 2,27-Jun-2025,2025,Team C,20.22,22.78,302.00,42.70,6.99,99.06,6.62,128.40,86.76,93.63,Pass,0,No,0,None,None
B002216,Antidepressant,Line 2,28-Jun-2025,2025,Team C,21.34,43.28,322.00,46.70,6.78,98.76,6.66,123.20,84.57,93.63,Pass,0,Yes,1,Process,Minor
B002504,AED,Line 2,29-Oct-2024,2024,Team C,21.33,50.04,348.00,44.10,6.12,99.36,6.93,137.60,88.42,93.63,Pass,0,No,0,None,None
B000253,GLP-1 Agonist,Line 1,02-May-2024,2024,Team C,20.63,41.59,272.00,46.90,7.74,98.85,7.02,149.40,88.41,93.62,Pass,0,No,0,None,None
B000687,GLP-1 Agonist,Line 2,29-Nov-2024,2024,Team B,20.52,35.23,270.00,53.00,8.51,98.55,6.87,135.10,89.00,93.62,Pass,0,No,0,None,None
B000609,COX-2 Inhibitor,Line 1,19-Mar-2024,2024,Team B,21.96,41.03,333.00,27.10,5.26,99.47,6.67,99.70,92.78,95.24,Pass,0,No,0,None,None
B000787,AED,Line 3,24-May-2025,2025,Team A,22.28,51.89,286.00,45.60,8.22,98.85,6.91,123.50,87.09,93.62,Pass,0,No,0,None,None
B001733,COX-2 Inhibitor,Line 2,24-Sep-2025,2025,Team B,22.78,42.88,352.00,35.40,6.38,99.19,6.51,130.40,91.04,95.24,Pass,0,No,0,None,None
B002464,COX-2 Inhibitor,Line 3,23-Jan-2025,2025,Team A,23.35,37.39,351.00,38.90,7.00,99.30,6.52,125.80,91.77,95.25,Pass,0,No,0,None,None
B002759,COX-2 Inhibitor,Line 1,07-Sep-2024,2024,Team B,21.94,43.76,350.00,34.40,6.63,98.71,6.53,117.40,88.98,95.25,Pass,0,No,0,None,None
B000331,COX-2 Inhibitor,Line 3,18-Mar-2025,2025,Team D,22.80,45.01,337.00,38.60,6.77,99.26,,129.70,85.52,95.26,Pass,0,No,0,None,None
B002481,GLP-1 Agonist,Line 1,22-Oct-2024,2024,Team D,22.01,45.31,288.00,53.70,8.37,98.83,7.03,160.80,87.03,93.62,Pass,0,No,0,None,None
B000300,COX-2 Inhibitor,Line 1,26-May-2025,2025,Team C,21.32,34.98,342.00,40.30,6.93,99.31,6.78,131.00,89.73,95.29,Pass,0,No,0,None,None
B000409,Antidepressant,Line 2,24-Jan-2024,2024,Team B,23.62,42.43,331.00,37.50,7.20,99.03,6.88,130.80,89.85,93.61,Pass,0,No,0,None,None
B000215,COX-2 Inhibitor,Line 1,12-Apr-2024,2024,Team A,23.39,43.91,347.00,36.90,6.78,99.10,6.62,115.00,93.50,95.32,Pass,0,No,0,None,None
B001082,AED,Line 1,04-May-2024,2024,Team D,21.97,53.46,293.00,46.70,7.48,98.81,6.93,124.40,83.01,93.61,Pass,0,No,0,None,None
B001912,Antidepressant,Line 2,27-Feb-2024,2024,Team B,21.28,35.11,340.00,45.80,6.62,99.50,6.55,129.20,84.43,93.61,Pass,0,No,0,None,None
B002926,COX-2 Inhibitor,Line 1,31-May-2025,2025,Team A,22.09,43.08,354.00,41.30,5.75,99.57,6.66,134.70,89.95,95.32,Pass,0,No,0,None,None
B000147,GLP-1 Agonist,Line 3,06-Jun-2024,2024,Team A,20.27,37.69,296.00,44.70,7.31,99.08,6.89,145.60,88.33,93.60,Pass,0,No,0,None,None
B000571,GLP-1 Agonist,Line 3,18-Sep-2025,2025,Team A,21.23,40.92,317.00,44.30,8.61,98.95,6.89,141.90,87.61,93.60,Pass,0,No,0,None,None
B000721,GLP-1 Agonist,Line 2,04-Jul-2025,2025,Team C,21.73,48.58,294.00,52.00,8.20,99.06,7.11,156.00,83.79,93.60,Pass,0,No,0,None,None
B001003,Antidepressant,Line 3,29-Jan-2024,2024,Team A,20.63,44.36,308.00,42.50,7.94,98.86,6.89,140.70,86.77,93.60,Pass,0,No,0,None,None
B001142,AED,Line 2,06-Nov-2024,2024,Team C,22.28,40.85,314.00,46.50,7.48,99.39,6.80,142.10,86.27,93.60,Pass,0,No,0,None,None
B001305,AED,Line 1,16-May-2025,2025,Team C,22.38,50.80,315.00,41.00,7.37,98.92,7.24,121.20,87.74,93.60,Pass,0,No,0,None,None
B001710,GLP-1 Agonist,Line 2,19-Jan-2025,2025,Team A,20.12,42.41,274.00,52.50,7.47,99.27,7.12,136.30,86.29,93.60,Pass,0,No,0,None,None
B002048,GLP-1 Agonist,Line 3,30-Oct-2024,2024,Team B,22.09,31.87,301.00,48.40,8.33,98.95,6.62,128.80,85.74,93.60,Pass,0,No,0,None,None
B002225,AED,Line 2,29-May-2025,2025,Team C,22.97,45.18,328.00,46.50,7.34,98.84,7.17,153.10,84.52,93.60,Pass,0,No,0,None,None
B002833,GLP-1 Agonist,Line 1,30-May-2025,2025,Team B,20.51,35.58,303.00,43.50,8.80,98.92,7.00,151.30,87.07,93.60,Pass,0,No,0,None,None
B000068,GLP-1 Agonist,Line 1,03-Feb-2024,2024,Team A,22.21,40.59,318.00,38.00,6.89,98.83,7.10,124.50,86.71,93.59,Pass,0,No,0,None,None
B000424,Antidepressant,Line 2,23-Jul-2025,2025,Team C,22.90,42.59,319.00,46.40,6.75,98.76,6.73,,89.77,93.59,Pass,0,No,0,None,None
B000691,GLP-1 Agonist,Line 1,03-Jan-2024,2024,Team D,21.30,42.20,303.00,34.10,7.24,99.05,7.08,125.50,88.51,93.59,Pass,0,No,0,None,None
B000446,COX-2 Inhibitor,Line 1,11-Feb-2024,2024,Team C,22.50,40.54,346.00,35.30,6.47,99.85,6.45,113.50,88.10,95.36,Pass,0,No,0,None,None
B001933,COX-2 Inhibitor,Line 3,17-Jan-2024,2024,Team A,22.81,49.31,327.00,37.00,6.97,99.34,6.81,130.70,87.30,95.37,Pass,0,No,0,None,None
B001937,GLP-1 Agonist,Line 2,17-May-2025,2025,Team C,21.64,49.32,308.00,45.80,7.93,99.08,7.11,145.30,86.30,93.59,Pass,0,No,0,None,None
B000674,COX-2 Inhibitor,Line 2,09-Jul-2024,2024,Team B,23.81,56.42,348.00,39.70,6.89,99.19,6.99,126.10,96.58,95.38,Pass,0,No,0,None,None
B002648,AED,Line 1,23-Jun-2025,2025,Team D,21.70,44.53,307.00,49.60,7.96,99.43,6.98,143.40,89.72,93.59,Pass,0,No,0,None,None
B002820,AED,Line 2,20-Jun-2024,2024,Team A,22.30,41.35,331.00,48.50,7.55,99.30,6.84,132.90,82.89,93.59,Pass,0,No,0,None,None
B000648,GLP-1 Agonist,Line 2,03-Jul-2024,2024,Team A,21.21,37.18,309.00,55.80,8.37,98.72,6.85,146.80,83.31,93.58,Pass,0,No,0,None,None
B000722,GLP-1 Agonist,Line 2,24-Mar-2025,2025,Team B,20.71,42.64,309.00,42.60,7.19,98.87,7.22,133.60,87.72,93.58,Pass,0,No,0,None,None
B000887,GLP-1 Agonist,Line 3,02-Jun-2024,2024,Team D,21.82,45.13,307.00,50.70,8.45,98.47,6.89,149.50,82.23,93.58,Pass,0,No,0,None,None
B000999,AED,Line 1,30-Apr-2025,2025,Team A,22.55,44.80,301.00,45.90,6.77,99.17,6.90,112.60,86.73,93.58,Pass,0,No,0,None,None
B001167,AED,Line 1,18-Apr-2025,2025,Team A,22.28,49.66,326.00,47.50,7.65,98.52,6.95,119.90,84.72,93.58,Pass,0,No,0,None,None
B001393,Antidepressant,Line 2,14-Jun-2025,2025,Team C,22.80,38.45,315.00,41.30,7.17,98.92,6.59,136.90,91.79,93.58,Pass,0,No,0,None,None
B000030,COX-2 Inhibitor,Line 2,07-Jun-2025,2025,Team A,21.38,45.14,330.00,40.00,6.74,99.40,6.43,121.00,86.72,95.39,Pass,0,No,0,None,None
B002166,Antidepressant,Line 3,25-Jan-2025,2025,Team D,23.20,42.05,304.00,46.20,7.17,99.04,6.80,137.70,,93.58,Pass,0,No,0,None,None
B002854,GLP-1 Agonist,Line 1,01-Jul-2025,2025,Team D,19.34,48.86,301.00,50.40,8.63,99.23,7.12,147.90,84.11,93.58,Pass,0,No,0,None,None
B002915,GLP-1 Agonist,Line 1,17-Jul-2025,2025,Team C,21.89,38.77,304.00,46.70,7.99,99.10,6.83,141.60,82.54,93.58,Pass,0,No,0,None,None
B002971,GLP-1 Agonist,Line 2,14-Dec-2025,2025,Team A,22.23,45.83,312.00,50.60,7.68,98.28,7.15,139.40,83.63,93.58,Pass,0,No,0,None,None
B000043,COX-2 Inhibitor,Line 3,30-Jan-2025,2025,Team C,21.63,46.48,385.00,35.00,6.82,99.13,7.05,108.10,91.12,95.39,Pass,0,No,0,None,None
B001961,COX-2 Inhibitor,Line 1,17-Mar-2024,2024,Team C,22.25,44.45,296.00,43.40,7.56,98.87,6.70,113.50,92.16,95.39,Pass,0,Yes,1,Environmental,Minor
B000018,Antidepressant,Line 1,30-Mar-2025,2025,Team D,21.80,34.38,334.00,30.70,7.41,99.09,6.69,115.90,,93.56,Pass,0,No,0,None,None
B000268,Antidepressant,Line 3,25-Feb-2025,2025,Team B,21.45,41.09,332.00,49.80,7.58,99.68,6.99,118.40,89.14,93.56,Pass,0,No,0,None,None
B000423,Antidepressant,Line 2,27-Sep-2024,2024,Team B,22.65,37.05,309.00,37.10,6.68,99.30,6.76,120.90,88.87,93.56,Pass,0,No,0,None,None
B002634,COX-2 Inhibitor,Line 1,23-Sep-2025,2025,Team D,21.48,42.79,331.00,37.40,7.32,99.02,6.81,120.20,84.72,95.40,Pass,0,No,0,None,None
B002830,COX-2 Inhibitor,Line 3,11-Nov-2024,2024,Team C,22.55,42.00,352.00,38.80,7.46,98.81,6.72,112.50,89.80,95.41,Pass,0,No,0,None,None
B001132,GLP-1 Agonist,Line 2,24-Apr-2024,2024,Team C,22.99,24.86,275.00,46.80,6.92,99.23,6.62,127.40,84.35,93.56,Pass,0,No,0,None,None
B001149,GLP-1 Agonist,Line 2,06-Aug-2025,2025,Team B,21.35,44.38,333.00,49.30,7.80,99.17,6.98,131.10,83.65,93.56,Pass,0,No,0,None,None
B001288,GLP-1 Agonist,Line 1,04-Sep-2024,2024,Team B,22.65,38.54,267.00,50.50,6.76,98.77,6.98,,92.05,93.56,Pass,0,No,0,None,None
B001506,GLP-1 Agonist,Line 2,18-Jun-2025,2025,Team D,21.94,39.18,288.00,47.80,7.45,99.43,7.03,131.90,86.22,93.56,Pass,0,No,0,None,None
B001947,Antidepressant,Line 2,02-Aug-2025,2025,Team D,22.11,35.75,337.00,37.00,6.71,98.97,6.60,131.10,,93.56,Pass,0,No,0,None,None
B002005,Antidepressant,Line 1,03-Aug-2025,2025,Team C,23.40,44.76,296.00,38.30,7.39,98.71,6.88,119.20,83.10,93.56,Pass,0,No,0,None,None
B002231,GLP-1 Agonist,Line 3,29-Nov-2025,2025,Team C,22.33,41.82,312.00,55.00,8.46,98.93,7.01,135.40,83.82,93.56,Pass,0,No,0,None,None
B000032,AED,Line 1,09-Jan-2025,2025,Team A,22.11,43.05,291.00,40.40,7.29,98.68,6.90,140.90,84.69,93.55,Pass,0,No,0,None,None
B000075,Antidepressant,Line 3,02-Sep-2024,2024,Team A,23.54,45.03,310.00,36.20,7.35,99.14,,123.70,87.24,93.55,Pass,0,No,0,None,None
B000291,AED,Line 2,02-Mar-2024,2024,Team C,21.25,42.16,299.00,42.50,7.70,98.51,6.94,145.00,86.83,93.55,Pass,0,No,0,None,None
B000631,AED,Line 1,02-Feb-2025,2025,Team A,21.18,33.35,351.00,38.70,7.18,99.10,6.73,121.70,89.53,93.55,Pass,0,No,0,None,None
B000703,Antidepressant,Line 2,14-May-2025,2025,Team C,20.63,44.48,326.00,40.20,6.58,99.30,6.87,124.90,92.70,93.55,Pass,0,No,0,None,None
B001523,AED,Line 3,02-Feb-2024,2024,Team B,21.61,38.13,296.00,48.20,6.92,98.47,6.69,139.40,87.48,93.55,Pass,0,No,0,None,None
B000433,COX-2 Inhibitor,Line 3,20-Jan-2024,2024,Team C,22.66,43.64,336.00,37.00,6.65,99.17,6.66,115.80,89.89,95.43,Pass,0,No,0,None,None
